station_id,country,name,lat,lng,units,lw,mw,hw,rivers
2119,CH,"Sarine @ Fribourg",46.803902,7.169,m³/s,6,50,200,"Sarine / Hauterive - Pont de Perolles | Sarine / Maigrauge"
2122,CH,"Birse @ Moutier, La Charrue",47.284,7.3823,m³/s,7.5,10,None,"Birse / - Moutier"
2126,CH,"Murg @ Wängi",47.4963,8.953,m³/s,6,10,15,"Murg / Münchwilen - Aumühle"
2132,CH,"Toess @ Neftenbach",47.518799,8.6529,m³/s,20,30,40,"Töss / Kollbrunn - Winterthur Töss | Töss / Pfungen - Zusammenfluss Rhein"
2135,CH,"Aare @ Bern, Schönau",46.933102,7.448,m³/s,50,200,300,"Aare / Slalom Worblaufen"
2141,CH,"Albula @ Tiefencastel",46.662498,9.5741,m³/s,35,55,70,"Albula / Bellaluna - Filisur | Albula / Waldschlucht | Albula / Schynschlucht | Albula / Landwasserbrücke - Surava | Albula / Unterhalb Tiefencastel (Wehr - Kläranalage)"
2150,CH,"Landquart @ Felsenbach",46.974602,9.6121,m³/s,10,30,None,"Landquart / Küblis - Schiers | Landquart / Schiers - Grüsch"
2151,CH,"Simme @ Oberwil",46.654999,7.4394,m³/s,11,22,35,"Simme / Garstatt - Heideweidli | Simme / Heideweidli - Erlenbach"
2160,CH,"Sarine @ Broc, Château d'en bas",46.602798,7.093,m³/s,7,25,None,"Sarine / Saane / Montbovon - Broc"
2167,CH,"Tresa @ Ponte Tresa, Rocchetta",45.972,8.8524,m³/s,12,25,45,"Tresa / PonteTresa - Fornasette"
2179,CH,"Sense @ Thörishaus, Sensematt",46.888302,7.3514,m³/s,20,35,70,"Sense / Guggersbach - Ruchmüli | Warme Sense / Vorder Tromooserli - Zollhaus | Sense / Singine / Zollhaus - Guggersbach | Sense / Ruchmüli - Thörishaus"
2181,CH,"Thur @ Halden",47.505798,9.2115,m³/s,250,350,450,"Thur / Welle Bürglen"
2185,CH,"Plessur @ Chur",46.853901,9.5172,m³/s,8,10,15,"Plessur / Langwies - Molinis"
2200,CH,"Weisse Lütschine @ Zweilütschinen",46.631302,7.8997,m³/s,2.5,None,None,"Weisse Lütschine / Lauterbrunnen - Zweilütschinen"
2203,CH,"Grande Eau @ Aigle",46.3204,6.9691,m³/s,6,8,10,"Vièze / Champery - Troistorrents | Grande Eau / Col des Mosses - Aigle | Avançon / Bex - Rhone | Avançon / Bois du Ban - Bex"
2210,CH,"Doubs @ Ocourt",47.3437,7.0649,m³/s,7,40,150,"Doubs / Goumois - St.Ursanne"
2215,CH,"Saane @ Laupen",46.9086,7.2344,m³/s,6,150,250,"Saane / Schiffenen - Wehr Niederried in der Aare"
2243,CH,"Limmat @ Baden, Limmatpromenade",47.4757,8.3094,m³/s,30,80,170,"Limmat / Slalom Baden | Limmat / Baden - Clubhaus KCBr"
2256,CH,"Rosegbach @ Pontresina",46.489899,9.8981,m³/s,5,10,15,"Rosegbach / Hotel Roseg - Pontresina"
2262,CH,"Berninabach @ Pontresina",46.486401,9.9062,m³/s,7,16,30,"Berninabach / Morteratsch - Pontresina | Berninabach / Diavolezza - Berninafälle"
2265,CH,"Inn @ Tarasp",46.789001,10.2786,m³/s,12,None,70,"Inn / Giarsun | Inn / Scuoler Strecke | Inn / Suscher Strecke | Inn / Ardez | Inn / Punt Nova - Susch"
2268,CH,"Rhône @ Gletsch",46.562302,8.3621,m³/s,1.5,2.5,None,"Rhône / Rotten / Serpentinen - Gletsch-Oberwald | Rhône / Rotten / Oberwald - Reckingen"
2269,CH,"Lonza @ Blatten",46.4189,7.8175,m³/s,7,8,9,"Lonza / Fafleralp - Kühmad | Lonza / Kühmad - Minigolf Wiler | Lonza / Minigolf Wiler - Stausee"
2303,CH,"Thur @ Jonschwil, Mühlau",47.4137,9.0775,m³/s,15,40,80,"Thur / Obere (Bütschwil - Mühlau) | Thur / Obere (Mühlau - Schwarzenbach) | Thur / Schwarzenbach - Bischofszell"
2305,CH,"Glatt @ Herisau, Zellersmühle",47.398102,9.2571,m³/s,6,12,None,"Glatt / Oberglatt - Oberbüren"
2308,CH,"Goldach @ Goldach, Bleiche",47.487202,9.4715,m³/s,7,9,11,"Goldach / Zweibrückenstrecke | Goldach / Martinsschlucht"
2321,CH,"Cassarate @ Pregassona",46.0177,8.9625,m³/s,8,15,30,"Cassarate / Piano la Stampa - Cornaredo"
2346,CH,"Rhône @ Brig",46.317402,7.9754,m³/s,None,125,None,"Rhône / Rotten / Welle Brig"
2351,CH,"Vispa @ Visp",46.292702,7.8786,m³/s,15,30,70,"Vispa / KW Ackersand - Visp | Mattervisp / Mattsand - ARA St.Niklaus | Mattervisp / ARA St.Niklaus - Kalpetran"
2352,CH,"Linth @ Linthal, Ausgleichsbecken KLL (Hauptstation)",46.916401,8.9915,m³/s,12,15,20,"Linth / Zufluss Bodenbach - Linthal | Linth / Linthal - Rüti"
2355,CH,"Landwasser @ Davos, Frauenkirch",46.757801,9.7903,m³/s,10,None,None,"Landwasser / Bahnhof Wiesen - Strassenbrücke"
2364,CH,"Ticino @ Piotta",46.516701,8.6715,m³/s,3,None,None,"Ticino / E.W. Ritom - Rodi-Fiesso | Ticino / Stalvedro - E.W. Ritom"
2372,CH,"Linth @ Mollis, Linthbrücke",47.101101,9.072,m³/s,15,50,100,"Linth / Mollis - Walensee"
2374,CH,"Necker @ Mogelsberg, Aachsäge",47.364201,9.1214,m³/s,15,23,35,"Necker / Oberer (Schwanzbrugg - St. Peterzell) | Necker / Mittlerer (St. Peterzell - Anzenwil) | Necker / Oberster (Brücke - Schwanzbrugg)"
2387,CH,"Hinterrhein @ Fürstenau",46.715099,9.4473,m³/s,20,80,150,"Hinterrhein / Albulamündung - Reichenau"
2403,CH,"Inn @ Cinuos",46.635502,10.0209,m³/s,10,None,None,"Inn / S-chanf Schlucht | Inn / Brail Schlucht"
2409,CH,"Emme @ Eggiwil, Heidbüel",46.871201,7.8047,m³/s,5,12,30,"Grosse Emme / Räbeli - Sorbach | Grosse Emme / Bumbach - Räbeli | Grosse Emme / Sorbach - Heidbühl"
2415,CH,"Glatt @ Rheinsfelden",47.573502,8.4758,m³/s,10,None,None,"Glatt / Glattfelden - Rhein"
2419,CH,"Rhône @ Reckingen",46.469501,8.2447,m³/s,15,25,50,"Rhône / Rotten / Reckingen - Steinhaus | Rhône / Rotten / Obere Rhoneschlucht | Rhône / Rotten / Filet - Brig"
2420,CH,"Moesa @ Lumino, Sassello",46.223099,9.0558,m³/s,25,45,80,"Moesa / Roveredo - Bellinzona"
2426,CH,"Seez @ Mels",47.046501,9.4182,m³/s,2,4,8,"Seez / Mels - Walenstadt"
2430,CH,"Rein da Sumvitg @ Sumvitg, Encardens",46.649899,8.9907,m³/s,3,8,12,"Somvixer Rhein / Brücke - Stausee"
2433,CH,"Aubonne @ Allaman, Le Coulet",46.473301,6.4064,m³/s,18,22,25,"Aubonne / Arboretum | Aubonne / Poudrerie - Lac | Toleure / Bière - Résevoir"
2461,CH,"Magliasina @ Magliaso, Ponte",45.981998,8.879,m³/s,4,6,9,"Magliasina / Novaggio - Magliaso"
2468,CH,"Sitter @ St. Gallen, Bruggen/Au",47.414398,9.3275,m³/s,20,30,60,"Sitter / St. Gallen (Spisegg) - Lütschwil"
2473,CH,"Rhein @ Diepoldsau, Rietbrücke",47.383099,9.6409,m³/s,40,200,400,"Rhein / Bangs - Bodensee"
2474,CH,"Calancasca @ Buseno",46.2836,9.1182,m³/s,8,12,25,"Calancasca / Aquino - Buseno | Orino / Dandrio - Stausee"
2475,CH,"Maggia @ Bignasco, Ponte nuovo",46.338299,8.6081,m³/s,30,55,70,"Maggia / Peccia - Klamm von Brontallo"
2477,CH,"Lorze @ Zug, Letzi",47.180698,8.502,m³/s,4,15,30,"Lorze / Baar Spinnerei - Zugersee | Lorze / Schmittli - Spinnerei Baar"
2478,CH,"Birse @ Soyhières, Bois du Treuil",47.392399,7.396,m³/s,8,None,None,"Birs / Grellingen - Dornach"
2480,CH,"Areuse @ Boudry",46.949001,6.839,m³/s,12,None,None,"Areuse / Mitte Schlucht - Boudry"
2481,CH,"Engelberger Aa @ Buochs, Flugplatz",46.972801,8.4053,m³/s,15,25,70,"Engelberger Aa / Wolfenschiessen - Buochs | Engelberger Aa / Stausee Obermatt - Strassenbrücke Mettlen | Engelberger Aa / Strassenbrücke Mettlen - Wolfenschiessen"
2486,CH,"Veveyse @ Vevey, Copet",46.476501,6.857,m³/s,4,5,6,"Veveyse / Les Chaux - Vevey"
2487,CH,"Kleine Emme @ Werthenstein, Chappelboden",47.034901,8.0685,m³/s,30,40,50,"Entlen / Finsterwald - Entlebuch | Kleine Emme / Entlebuch - Chappelbodenbrücke | Kleine Emme / Schüpfheim - Entlebuch | Waldemme / Lammschlucht | Kleine Emme / Werthenstein - Schachen"
2490,CH,"Allondon @ Dardagny, Les Granges",46.2174,5.9985,m³/s,3,10,None,"Allondon / Choully - Russin"
2493,CH,"Promenthouse @ Gland, Route Suisse",46.405998,6.2693,m³/s,3.5,None,None,"Promenthouse / Duillier – Promenthoux-plage"
2494,CH,"Ticino @ Pollegio, Campagna",46.359299,8.9475,m³/s,69,None,None,"Ticino / Ticinetto - Giornico | Ticino / Giornico - Bodio"
2498,CH,"Glenner @ Castrisch",46.773499,9.2106,m³/s,7,None,None,"Glenner / Uors - Peiden | Glenner / Peiden - Ilanz"
2602,CH,"Rhein @ Domat/Ems",46.8377,9.4561,m³/s,30,80,250,"Rhein / Chur - Landquart"
2605,CH,"Verzasca @ Lavertezzo, Campiöi",46.249001,8.8446,m³/s,4,20,None,"Verzasca / Untere (Aquino - Staustufe) | Ribo / Vergeletto - 300m vor Brücke Strasse Onsemone-Spruga | Ribo / Oberer (Steg - Vergeletto) | Ossola / Bolastro - Brione | Isorno / Bagni di Cravegia - Comologno | Isorno / Comologno - Vocaglia | Ribo / Oberster (Strassenende - oberer Steg) | Ribo / Vergeletto-Schlucht | Ribo / Ribofall | Isorno / Bolle - Mosogno di Sotto | Isorno / Mosogno di Sotto - Captazione dell'acqua | Isorno / Vocaglia - Bolle"
2609,CH,"Alp @ Einsiedeln",47.150799,8.7393,m³/s,10,15,25,"Alp / Einsideln - Biberbrugg"
2610,CH,"Scheulte @ Vicques",47.348202,7.4318,m³/s,2.5,4.5,6.5,"Scheulte / Courchapoix - Courroux | Gabiare / Envelier - Mündung in die Scheulte"
2629,CH,"Vedeggio @ Agno",46.002998,8.9117,m³/s,9,18,27,"Vedeggio / Camignolo - Lamone | Vedeggio / Isone - Schluchtausgang"
2631,CH,"Hinterrhein @ Hinterrhein, Schiessplatz",46.5233,9.1813,m³/s,4,20,40,"Hinterrhein / Hinterrhein - Splügen | Hinterrhein / Splügen - Sufnersee"
547,CH,"Sihl @ Blattwag",47.174599,8.674,m³/s,10,25,60,"Sihl / Kraftwerk Waldhalde - Sihlbrugg | Sihl / Schindellegi - Hütten | Sihl / Hütten - Kraftwerk Waldhalde | Sihl / Sihlbrugg - Langnau"
582,CH,"Jona @ Rüti",47.248798,8.8528,m³/s,4,8,12,"Jona / Rüti - Jona | Jona / Jona - See"
HO5804,CH,"Thur @ Alt St.Johann, Unterwasser, Chlostobel",47.195,9.3012,m³/s,2,4,8,"Thur / Unterwasser - Starkenbach"
HO5902,CH,"Thur @ Stein, Iltishag",47.191299,9.2336,m³/s,5,10,20,"Thur / Oberste (Starkenbach - Stein)"
HOAR9101,CH,"Urnäsch @ Hundwil, Aeschentobel",47.3391,9.2935,m³/s,5,10,14,"Urnäsch / Obere Urnäschschlucht (Zürchersmühle - Hundwiler Brücke) | Urnäsch / Untere Urnäschschlucht (Hundwiler Brücke - St. Gallen)"
HOAR9105,CH,"Rotbach @ Bühler, Au",47.374401,9.4027,m³/s,3,5,8,"Rotbach / Bühler - Mündung in Sitter"
anu.AVR10,CH,"Averser Rhein @ Campsut, Avers",46.488201,9.4761,m³/s,3,5,7,"Averser Rhein / Cröt - Campsut | Averser Rhein / Campsutt - Reno di Lei | Averser Rhein / Reno di Lei - Innerferrera | Averser Rhein / Ausserferrera - Schmelzi | Averser Rhein / Schmelzi - Wasserfall | Averser Rhein / Steinbruch - Stausee | Averser Rhein / Wasserfall - Steinbruch"
anu.JUL30,CH,"Julia @ Rona",46.560799,9.6244,m³/s,4,8,12,"Julia / Tinizong - Kieswerk Salouf"
anu.LAN10,CH,"Landquart @ Pardenn, Klosters",46.856499,9.9462,m³/s,5,10,15,"Landquart / Oberlauf"
anu.MOE10,CH,"Moesa @ Al Pont, Soazza",46.365002,9.2255,m³/s,8,None,None,"Moesa / Castello di Mesocco - Arabella"
anu.MOE30,CH,"Moesa @ Grono",46.2495,9.1587,m³/s,20,35,None,"Moesa / Sorte - Cama | Moesa / Cama - Roveredo | Moesa / Arabella - Sorte"
anu.VOR10,CH,"Vorderrhein @ Camping, Disentis",46.695702,8.8544,m³/s,10,None,None,"Vorderrhein / Disentis - Madernal | Vorderrhein / Sedrun - Disentis"
be.44,CH,"Entschlige @ Frutigen",46.5867,7.6464,m³/s,7,12,20,"Entschlige / Achseten - Frutigen | Entschlige / Pochtenkessel - Achseten"
be.46,CH,"Fildrich @ Diemtigen",46.6147,7.5325,m³/s,6,8,11,"Fildrich / Schwenden - Zwischenflüh"
be.51,CH,"Kander @ Frutigen",46.582901,7.6577,m³/s,7,18,34,"Kander / Kandergrund - Frutigen | Kander / Blausee - Kandergrund"
ebs.1,CH,"Muota @ Selgis",46.992001,8.6869,m³/s,12,35,70,"Muota / Muotathal, Fussballplatz - Illgau, Holzlagerplatz | Muota / Riedblätz - Herrgott"
linthrueti,CH,"Linth @ Rüti",46.943501,9.0211,m³/s,10,20,40,"Linth / Betschwanden - Schwanden | Linth / Rüti - Betschwanden"
rz.1167,CH,"Linth @ SBB Schwanden",47.001202,9.0783,m³/s,10,30,50,"Linth / Schwanden - Ennenda"
rz.1224,CH,"Sorne @ Delémont",47.3643,7.351,m³/s,3,10,None,"Sorne / Courfaivre - Delémont | Sorne / Gorges du Pichoux - Berlincourt"
rz.1253,CH,"Wiese @ Basel",47.5779,7.5955,m³/s,20,None,None,"Wiese / Lange Erlen, Untere (Wehr - Schwarzwaldalle)"
rz.1256,CH,"Etzgerbach @ Etzgen",47.569599,8.1105,m³/s,3,None,None,"Etzgerbach / Mettau - Rhein"
rz.1257,CH,"Surb @ Döttingen",47.564301,8.267,m³/s,5,None,None,"Surb / Endingen - Döttingen"
rz.1260,CH,"Reuss @ Intschischlucht [Monitron AG]",46.764702,8.6605,cm,63,None,105,"Reuss / Pfaffensprung - Meitschligen | Reuss / Meitschligen - Amsteg"
rz.1273,CH,"La Versoix @ Versoix-CFF",46.276402,6.1661,m³/s,3,10,None,"Versoix / Sauverny - La Bätie"
rz.1275,CH,"Castione @ Ticino [estimated]",46.219501,9.0384,m³/s,25,None,160,"Ticino / Claro - Bellinzona"
rz.1277,CH,"Kander @ Reutigen [estimated]",46.691299,7.6329,m³/s,42,None,None,"Kander / Reutigen - Einigen"
rz.1292,CH,"Ticino @ Ronco Bedretto",46.497501,8.4978,m³/s,2,4,None,"Ticino / Oberer 2 (Fontana - Airolo) | Ticino / Oberer 1 (Bedretto - Fontana)"
rz.1294,CH,"Maggia @ Lodano",46.2616,8.6892,m³/s,10,None,None,"Maggia / Cevio - Aurigeno | Maggia / Aurigeno - Avegno"
rz.1296,CH,"Rovana @ Campo Vallemaggia 3",46.285301,8.5067,m³/s,0.8,None,None,"Rovana di Campo / Niva - Collinasca"
rz.1298,CH,"Medelser Rhein @ Disentis [estimated]",46.695801,8.8552,m³/s,None,None,None,"Medelser Rhein / Curaglia | Medelser Rhein / Lukmanier-Schlucht"
rz.1299,CH,"Melezza @ Losone [estimated]",46.180302,8.7567,m³/s,15,None,None,"Melezza / Golino - Losone"
rz.1322,CH,"Rhein @ Bangs",47.273701,9.5348,m³/s,40,120,300,"Rhein / Landquart - Balzers | Rhein / Balzers - Vaduz | Rhein / Vaduz - Bangs"
rz.1442,CH,"Inn @ Martina, Sclamischot",46.870399,10.4461,m³/s,15,None,None,"Inn / Scuol - Martina"
rz.1462,CH,"Saane @ Dorfrütti by Swiss Canoe",46.486301,7.2314,cm,25,None,None,"Saane / Sarine / Saanen - Camping Le Berceau | Saane / Sarine / Camping Le Berceau - Lac du Vernex"
rz.1558,CH,"Glenner @ Cons",46.6409,9.0879,cm,16,None,None,"Glenner / Oberster (Vrin - Surin) | Glenner / Lumbreiner Schlucht (Surin - Vignon)"
rz.1560,CH,"Valser Rhein @ Uors",46.6996,9.1818,cm,60,None,None,"Valser Rhein / Oberer (Brücke - Lunschania) | Valser Rhein / Unterer (Lunschania - Uors)"
rz.1561,CH,"Glenner @ Uors",46.702702,9.1802,cm,57,None,None,"Glenner / Vignon - Uors"
rz.1582,CH,"Lützel @ Zusammenfluss Birs [geschätzt]",47.411201,7.4942,m³/s,None,None,None,"Lützel / Lucelle / Rest. Neumühle - Birs"
rz.1584,CH,"Vorderrhein @ Via Rensch, Trun by Swiss Canoe",46.736401,8.9767,cm,90,110,None,"Vorderrhein / Cumpadials - Trun | Vorderrhein / Madernal - Cumpadials | Vorderrhein / Trun - Tavanasa"
rz.1585,CH,"Medelserrhein @ Fuorns by Swiss Canoe",46.6404,8.8479,cm,57,72,None,"Medelser Rhein / Parde - Baselgia | Medelser Rhein / Oberer (15m-Fall - Parde)"
